80b22356a6e980e8c8e1baaa4dd0359b4a6df7120fed6495ba13a9ea0e4a0c2b	Each relation means interaction between _DISEASE_ associated with _PROTEIN_.	PMID:31017923	proteins	PR:000000001	[[82..90]]	neurodegenerative disease	MONDO:0005559	[[40..65]]	null	91	Y	Each relation means interaction between neurodegenerative disease associated with proteins.	A context-based ABC model for literature-based discovery.||||||||In the literature-based discovery, considerable research has been done based on the ABC model developed by Swanson. ABC model hypothesizes that there is a meaningful relation between entity A extracted from document set 1 and entity C extracted from document set 2 through B entities that appear commonly in both document sets. The results of ABC model are relations among entity A, B, and C, which is referred as paths. A path allows for hypothesizing the relationship between entity A and entity C, or helps discover entity B as a new evidence for the relationship between entity A and entity C. The co-occurrence based approach of ABC model is a well-known approach to automatic hypothesis generation by creating various paths. However, the co-occurrence based ABC model has a limitation, in that biological context is not considered. It focuses only on matching of B entity which commonly appears in relation between two entities. Therefore, the paths extracted by the co-occurrence based ABC model tend to include a lot of irrelevant paths, meaning that expert verification is essential.||||In order to overcome this limitation of the co-occurrence based ABC model, we propose a context-based approach to connecting one entity relation to another, modifying the ABC model using biological contexts. In this study, we defined four biological context elements: cell, drug, disease, and organism. Based on these biological context, we propose two extended ABC models: a context-based ABC model and a context-assignment-based ABC model. In order to measure the performance of the both proposed models, we examined the relevance of the B entities between the well-known relations "APOE-MAPT" as well as "FUS-TARDBP". Each relation means interaction between neurodegenerative disease associated with proteins. The interaction between APOE and MAPT is known to play a crucial role in Alzheimer's disease as APOE affects tau-mediated neurodegeneration. It has been shown that mutation in FUS and TARDBP are associated with amyotrophic lateral sclerosis(ALS), a motor neuron disease by leading to neuronal cell death. Using these two relations, we compared both of proposed models to co-occurrence based ABC model.||||The precision of B entities by co-occurrence based ABC model was 27.1% for "APOE-MAPT" and 22.1% for "FUS-TARDBP", respectively. In context-based ABC model, precision of extracted B entities was 71.4% for "APOE-MAPT", and 77.9% for "FUS-TARDBP". Context-assignment based ABC model achieved 89% and 97.5% precision for the two relations, respectively. Both proposed models achieved a higher precision than co-occurrence-based ABC model.
5cd64a2bcaf242702d72d7814b418b1c42f175f9b9e232c9430475c5ef30ec33	Unlike tau expressed in the yeast cytosol, surface-displayed _PROTEIN_ was not phosphorylated at sites found in _DISEASE_ patients (probed by antibodies AT8, AT270, AT180, and PHF-1).	PMID:31581367	tau	PR:P19332	[[61..64]]	AD	MONDO:0007064	[[106..108]]	null	170	N	Unlike tau expressed in the yeast cytosol, surface-displayed tau was not phosphorylated at sites found in AD patients (probed by antibodies AT8, AT270, AT180, and PHF-1).	Yeast surface display of full-length human microtubule-associated protein tau.||||||||Microtubule-associated protein tau is an intrinsically disordered, highly soluble protein found primarily in neurons. Under normal conditions, tau regulates the stability of axonal microtubules and intracellular vesicle transport. However, in patients of neurodegeneration such as Alzheimer's disease (AD), tau forms neurofibrillary deposits, which correlates well with the disease progression. Identifying molecular signatures in tau, such as posttranslational modification, truncation, and conformational change has great potential to detect earliest signs of neurodegeneration and develop therapeutic strategies. Here, we show that full-length human tau, including the longest isoform found in the adult brain, can be robustly displayed on the surface of yeast Saccharomyces cerevisiae. Yeast-displayed tau binds to anti-tau antibodies that cover epitopes ranging from the N-terminus to the 4R repeat region. Unlike tau expressed in the yeast cytosol, surface-displayed tau was not phosphorylated at sites found in AD patients (probed by antibodies AT8, AT270, AT180, and PHF-1). However, yeast-displayed tau showed clear binding to paired helical filament (PHF) tau conformation-specific antibodies Alz-50, MC-1, and Tau-2. Although the tau possessed a conformation found in PHFs, oligomerization or aggregation into larger filaments was undetected. Taken together, yeast-displayed tau enables robust measurement of protein interactions and is of particular interest for characterizing conformational change.
5ce36678953bc08eb65ddf58852109e06fe192e3ee4c1609eb46dba0d69ac9a2	However, when used as monotherapy checkpoint inhibitors targeting _PROTEIN_ and PD-L1 are not effective in metastatic colorectal cancer patients with microsatellite stable _DISEASE_.	PMID:31447840	PD-1	PR:Q02242	[[66..70]]	tumors	MONDO:0005070	[[167..173]]	null	174	N	However, when used as monotherapy checkpoint inhibitors targeting PD-1 and PD-L1 are not effective in metastatic colorectal cancer patients with microsatellite stable tumors.	Is There a Place for Immunotherapy for Metastatic Microsatellite Stable Colorectal Cancer?||||||||Immunotherapy using checkpoint inhibitor targeting PD-1 and PD-L1 revolutionized the treatment of microsatellite instable metastatic colon cancer. Such treatment is now a standard of care for these patients. However, when used as monotherapy checkpoint inhibitors targeting PD-1 and PD-L1 are not effective in metastatic colorectal cancer patients with microsatellite stable tumors. Recent advances in biology provide a rationale for this intrinsic resistance and support the evaluation of combination therapy to reverse resistance. This article will highlight recent findings on the mechanism of intrinsic resistance and recent advances in clinical trials for combination therapy.
af5cad5d5a91a670bed77421806da8ac6007372ec2e39a5f4bb6cd2a377b7fbe	Serum _PROTEIN_, HGF and PTN levels did not differ in cancer patients and healthy males within the screening cohort, whereas MIF was significantly increased among _DISEASE_ patients.	PMID:31662522	FGF-2	PR:000007489	[[6..11]]	cancer	MONDO:0004992	[[159..165]]	null	175	N	Serum FGF-2, HGF and PTN levels did not differ in cancer patients and healthy males within the screening cohort, whereas MIF was significantly increased among cancer patients.	Evaluation of Serum Biomarkers (FGF-2, HGF, MIF and PTN) in Patients With Testicular Germ Cell Cancer.||||||||FGF-2, HGF, MIF and PTN have been suggested as biomarkers for testicular germ cell cancer patients in earlier studies. Our study was designed to validate these potential novel tumor markers.||||Serum FGF-2, HGF, MIF and PTN levels were analysed using an ELISA technique in a screening cohort of 20 testicular germ cell cancer patients and 10 healthy men. MIF levels were measured in a validation cohort of 84 patients with testicular cancer, 24 with non-malignant testicular tumors and 64 healthy men.||||Serum FGF-2, HGF and PTN levels did not differ in cancer patients and healthy males within the screening cohort, whereas MIF was significantly increased among cancer patients. Within the validation cohort, a modest but insignificant increase of serum MIF was observed in TGCT patients compared to healthy men. MIF levels were not correlated with adverse clinical-pathological parameters.||||FGF-2, HGF, MIF and PTN are not suitable as non-invasive biomarkers for testicular germ cell cancer patients.
c8ef5a8d2f2201f1e42a1d4062120ecb5790c264c6d91dfc905730cc961985c2	The results support that the _PROTEIN_ assay is effective for sero-epidemiological analysis of burden of infection, but not for evaluation of chlamydial pathological sequelae such as _DISEASE_.	PMID:31201421	PGP3	PR:000031831	[[29..33]]	infertility	MONDO:0005047	[[178..189]]	null	190	N	The results support that the PGP3 assay is effective for sero-epidemiological analysis of burden of infection, but not for evaluation of chlamydial pathological sequelae such as infertility.	Evaluation of a PGP3 ELISA for surveillance of the burden of Chlamydia infection in women from Australia and Samoa.||||||||Serological assays can be used to investigate the population burden of infection and potentially sequelae from Chlamydia. We investigated the PGP3 ELISA as a sero-epidemiological tool for infection or sub-fertility in Australian and Samoan women. The PGP3 ELISA absorbance levels were compared between groups of women with infertility, fertile, and current chlamydial infections. In the Australian groups, women with chlamydial tubal factor infertility had significantly higher absorbance levels in the PGP3 ELISA compared to fertile women (P < 0.0001), but not when compared to women with current chlamydial infection (P = 0.44). In the Samoan study, where the prevalence of chlamydial infections is much higher there were significant differences in the PGP3 ELISA absorbance levels between chlamydial sub-fertile women and fertile women (P = 0.003). There was no difference between chlamydial sub-fertile women and women with a current infection (P = 0.829). The results support that the PGP3 assay is effective for sero-epidemiological analysis of burden of infection, but not for evaluation of chlamydial pathological sequelae such as infertility.
7aedfc2254c9504cca5a948a031f32efeebe026bd28b4ca996d16d036f301280	Using the LA2 K-Ras G12D-induced model for lung cancer, we show that _PROTEIN_ expression reduces the number of chromosome segregation defects but does not change the incidence of _DISEASE_ lesions.	PMID:31179849	Kif2b	PR:000009309	[[69..74]]	lung tumor	MONDO:0021117	[[176..186]]	null	195	N	Using the LA2 K-Ras G12D-induced model for lung cancer, we show that Kif2b expression reduces the number of chromosome segregation defects but does not change the incidence of lung tumor lesions.	Chromosomal instability suppresses the growth of K-Ras-induced lung adenomas.||||||||Chromosomal instability (CIN) is defined as a high rate of whole chromosome loss or gain and is a hallmark of many aneuploid solid tumors. CIN positively correlates with poor patient prognosis and chemotherapeutic resistance. Despite this clinical importance, the role of CIN in tumor initiation, growth and/or progression remains poorly understood. To date, the only strategies developed to determine how CIN contributes to tumorigenesis have relied on transgenic mouse models that deliberately increase the rate of chromosomal mis-segregation. Here we develop a strain of transgenic mice that is designed to strategically decrease the rate of chromosome mis-segregation and suppress CIN. These animals modestly overexpress the kinesin-13 microtubule depolymerase Kif2b, a strategy proven successful in restoring faithful chromosome segregation to human cancer cells in culture. Using the LA2 K-Ras G12D-induced model for lung cancer, we show that Kif2b expression reduces the number of chromosome segregation defects but does not change the incidence of lung tumor lesions. However, pulmonary tumors were significantly larger in animals expressing Kif2b and those tumors exhibited elevated rates of Ki-67 positive cells relative to controls. Thus, in lung cancers driven by mutations in K-Ras, CIN has little impact on tumor initiation but suppresses tumor growth. These data support a model in which CIN imposes a burden on tumor cells, and that enhancement of mitotic fidelity results in accelerated tumor growth.
a6c8532d3c573fa5521d290621d6fd9a1f7236353a33413cb54e6f5b79fd8dd8	Genetic deletion of _PROTEIN_ in cell lines that express it at relatively high levels only had minor impact on BH3-mimetic drug sensitivity, suggesting it is not a critical pro-survival protein in _DISEASE_.	PMID:31019203	BFL-1	PR:Q07440	[[20..25]]	melanoma	MONDO:0005105	[[193..201]]	null	202	N	Genetic deletion of BFL-1 in cell lines that express it at relatively high levels only had minor impact on BH3-mimetic drug sensitivity, suggesting it is not a critical pro-survival protein in melanoma.	BCL-XL and MCL-1 are the key BCL-2 family proteins in melanoma cell survival.||||||||Malignant melanoma is one of the most difficult cancers to treat due to its resistance to chemotherapy. Despite recent successes with BRAF inhibitors and immune checkpoint inhibitors, many patients do not respond or become resistant to these drugs. Hence, alternative treatments are still required. Due to the importance of the BCL-2-regulated apoptosis pathway in cancer development and drug resistance, it is of interest to establish which proteins are most important for melanoma cell survival, though the outcomes of previous studies have been conflicting. To conclusively address this question, we tested a panel of established and early passage patient-derived cell lines against several BH3-mimetic drugs designed to target individual or subsets of pro-survival BCL-2 proteins, alone and in combination, in both 2D and 3D cell cultures. None of the drugs demonstrated significant activity as single agents, though combinations targeting MCL-1 plus BCL-XL, and to a lesser extent BCL-2, showed considerable synergistic killing activity that was elicited via both BAX and BAK. Genetic deletion of BFL-1 in cell lines that express it at relatively high levels only had minor impact on BH3-mimetic drug sensitivity, suggesting it is not a critical pro-survival protein in melanoma. Combinations of MCL-1 inhibitors with BRAF inhibitors also caused only minimal additional melanoma cell killing over each drug alone, whilst combinations with the proteasome inhibitor bortezomib was more effective in multiple cell lines. Our data show for the first time that therapies targeting specific combinations of BCL-2 pro-survival proteins, namely MCL-1 plus BCL-XL and MCL-1 plus BCL-2, could have significant benefit for the treatment of melanoma.
256ed82954a008238d116ca4c2fd21918f5f0615c1b86a0ed999b74ddad8d0da	Interestingly, ectopic _PROTEIN_ expression not only decreased ChREBP levels but also reduced aerobic glycolysis, increased oxygen consumption, and decreased cell proliferation in _DISEASE_ cells.	PMID:31409643	SMURF2	PR:000000362	[[23..29]]	colorectal cancer	MONDO:0005575	[[177..194]]	null	201	N	Interestingly, ectopic SMURF2 expression not only decreased ChREBP levels but also reduced aerobic glycolysis, increased oxygen consumption, and decreased cell proliferation in colorectal cancer cells.	The ubiquitination ligase SMURF2 reduces aerobic glycolysis and colorectal cancer cell proliferation by promoting ChREBP ubiquitination and degradation.||||||||The glucose-responsive transcription factor carbohydrate response element-binding protein (ChREBP) critically promotes aerobic glycolysis and cell proliferation in colorectal cancer cells. It has been reported that ubiquitination may be important in the regulation of ChREBP protein levels and activities. However, the ChREBP-specific E3 ligase and molecular mechanism of ChREBP ubiquitination remains unclear. Using database exploration and expression analysis, we found here that levels of the E3 ligase SMURF2 (Smad-ubiquitination regulatory factor 2) negatively correlate with those of ChREBP in cancer tissues and cell lines. We observed that SMURF2 interacts with ChREBP and promotes ChREBP ubiquitination and degradation via the proteasome pathway. Interestingly, ectopic SMURF2 expression not only decreased ChREBP levels but also reduced aerobic glycolysis, increased oxygen consumption, and decreased cell proliferation in colorectal cancer cells. Moreover, SMURF2 knockdown increased aerobic glycolysis, decreased oxygen consumption, and enhanced cell proliferation in these cells, mostly because of increased ChREBP accumulation. Furthermore, we identified Ser/Thr kinase AKT as an upstream suppressor of SMURF2 that protects ChREBP from ubiquitin-mediated degradation. Taken together, our results indicate that SMURF2 reduces aerobic glycolysis and cell proliferation by promoting ChREBP ubiquitination and degradation via the proteasome pathway in colorectal cancer cells. We conclude that the SMURF2-ChREBP interaction might represent a potential target for managing colorectal cancer.
a559bd9cf23b786836b144df6effada573814ddfdf99c94d7c8f2419431ae4ae	_PROTEIN_ expression has not been evaluated in these _DISEASE_.	PMID:31614009	TLE1	PR:000016372	[[0..4]]	neoplasms	MONDO:0021079	[[48..57]]	null	58	N	TLE1 expression has not been evaluated in these neoplasms.	TLE1 expression fails to distinguish between synovial sarcoma, atypical fibroxanthoma, and dermatofibrosarcoma protuberans.||||||||Transducin-like enhancer of split 1 (TLE1) belongs to the Groucho/TLE/Grg family. It functions as a transcriptional corepressor and is widely used as a biomarker of synovial sarcoma (SS). Within the skin, atypical fibroxanthoma (AFX) and dermatofibrosarcoma protuberans (DFSP) often enter the histopathologic differential diagnosis. TLE1 expression has not been evaluated in these neoplasms. We examined archived tissues sections from the surgical pathology files from 10 adult patients diagnosed with AFX and 10 adult patients diagnosed with DFSP. We found nuclear staining in 10 of 10 AFX and 2 of 10 DFSP. We also noticed three patterns of staining in AFX: predominantly spindle component, predominantly epithelioid component, or mixed pattern of both epithelioid and spindle components. The group with the predominantly spindle pattern expressed the strongest nuclear TLE1 staining. In the DFSP group, one lesion demonstrated staining of epithelioid cells, with strong, diffuse nuclear TLE 1 expression, and the second lesion stained only the spindled cells, with weak nuclear TLE1 marking. In conclusion, TLE1, while a sensitive marker for SS, is not specific. A wide range of cutaneous spindle cell neoplasms also express TLE1. AFX and DFSP should be added to this list. TLE1 might be added to a diagnostic panel in this differential diagnosis.
7ad4377943ded48fb7b700b8da7bb8aa4ebf041dfc529e5576e40d6c671ade0a	The role of _PROTEIN_-ICD has not been studied in _DISEASE_ cells.	PMID:31331331	CD44	PR:000001307	[[12..16]]	prostate cancer	MONDO:0008315	[[45..60]]	null	67	N	The role of CD44-ICD has not been studied in prostate cancer cells.	Characterization of CD44 intracellular domain interaction with RUNX2 in PC3 human prostate cancer cells.||||||||Expression of CD44 receptor is associated with the onset of several tumors. The intracellular domain of CD44 (CD44-ICD) has been implicated as a co-transcription factor for RUNX2 in the regulation of expression of MMP-9 in breast carcinoma cells. Previous studies from our laboratory demonstrated the role of CD44 in migration and invasion of PC3 prostate cells through activation of MMP-9. CD44 signaling regulates the phosphorylation and hence the localization of RUNX2 in the nucleus. The role of CD44-ICD has not been studied in prostate cancer cells. This study aimed to explore the role of CD44-ICD and RUNX2 in the regulation of expression of metastasis-related genes.||||PC3 and PC3 cells overexpressing RUNX2 protein were analyzed for RUNX2/CD44-ICD interaction by immunoprecipitation, immunoblotting, and Immunofluorescence analyses. Wound healing and tumorsphere formation analyses were also done in these cells. The real-time PCR analysis was used to detect the expression levels of different genes.||||Expression of CD44 and RUNX2 was observed only in PC3 cells (androgen receptor positive) and not in LNCaP or PCa2b cells (androgen receptor negative). Therefore, CD44-ICD fragment (~ 15-16 kDa) was observed in PC3 cells. Moreover, localization of CD44-ICD was more in the nucleus than in the cytoplasm of PC3 cells. Inhibition of cleavage of CD44 with a γ-secretase inhibitor, DAPT reduced the formation of CD44-ICD; however, accumulation of CD44-external truncation fragments (~ 20 and ~ 25 kDa) was detected. RUNX2 and CD44-ICD interact in the nucleus of PC3 cells, and this interaction was more in PC3 cells transfected with RUNX2 cDNA. Overexpression of RUNX2 augments the expression of metastasis-related genes (e.g., MMP-9 and osteopontin) which resulted in increased migration and tumorsphere formation.||||We have shown here a strong functional relationship between CD44-ICD and RUNX2 in PC3 cells. RUNX2 forms a complex with CD44-ICD as a co-transcriptional factor, and this complex formation not only activates the expression of metastasis-related genes but also contributes to migration and tumorsphere formation. Therefore, RUNX2 and CD44-ICD are potential targets for anti-cancer therapy, and attenuation of their interaction may validate the regulatory effects of these proteins on cancer migration and progression.
95c4f53ed33412ffc0049d0bb16ae98ee496d966f42b007244ee6fb141128eee	However, _PROTEIN_ has not been fully researched as a putative clinical prognostic biomarker of _DISEASE_.	PMID:31571378	PHLPP2	PR:000012668	[[9..15]]	lung cancer	MONDO:0008903	[[93..104]]	null	105	N	However, PHLPP2 has not been fully researched as a putative clinical prognostic biomarker of lung cancer.	PHLPP2 as a novel metastatic and prognostic biomarker in non-small cell lung cancer patients.||||||||PH domain and leucine-rich repeat protein phosphatase 2 (PHLPP2) has been reported to be a potent tumor suppressor in many human cancers. However, PHLPP2 has not been fully researched as a putative clinical prognostic biomarker of lung cancer.||||The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) databases including data on 1383 non-small cell lung cancer (NSCLC) patients were used to determine PHLPP2 expression. PHLPP2 expression was then examined by immunohistochemistry, and its clinical significance analyzed in 134 NSCLC patients, including 73 patients with adenocarcinoma and 81 with squamous cell carcinoma.||||We found PHLPP2 expression to be less pronounced in NSCLC tissue samples than that in nontumoral lung tissues according to data taken from TCGA and GEO datasets; this outcome was further validated by immunohistochemistry assay. The low PHLPP2 expression level was found to be associated with the presence of lymph node metastasis (P = 0.003). Importantly, PHLPP2 was found to be an independent indicator of prognosis for overall (hazard ratio [HR] = 0.520, 95% confidence interval [Cl] = 0.327-0.827; P = 0.006) and disease-free survival (HR = 0.489, 95% Cl = 0.308-0.775; P = 0.002) in patients with surgically-resected NSCLC by multivariate analysis.||||Taken together, our findings show that PHLPP2 is a robust clinical marker for NSCLC survival and could serve as a potential therapeutic target.
2e7472fe26445071a6bd3a3b3b25f461449d7ace191cc79abf6afce1a755644e	We found that _PROTEIN_ is activated in grade II and grade III chondrosarcoma tumors but not in grade I _DISEASE_, suggesting a role in tumor progression.	PMID:31139331	EGFR	PR:000006933	[[14..18]]	tumors	MONDO:0005070	[[99..105]]	null	146	N	We found that EGFR is activated in grade II and grade III chondrosarcoma tumors but not in grade I tumors, suggesting a role in tumor progression.	Constitutive activation of EGFR is associated with tumor progression and plays a prominent role in malignant phenotype of chondrosarcoma.||||||||Chondrosarcoma is a highly agressive cancer with currently no effective therapies when unresectable or metastasized, thus the outcome remains poor. High-grade chordrosarcomas are resistant to conventional chemotherapy and radiotherapy and surgical resection remains the only treatment for the majority of chondrosarcomas. Constitutive activation of receptor tyrosine kinases has been shown to be important for malignant transformation and tumour proliferation. Here, we investigated the activation status of EGFR in chondrosarcoma tumor biopsies and cell lines. We found that EGFR is activated in grade II and grade III chondrosarcoma tumors but not in grade I tumors, suggesting a role in tumor progression. Interestingly, we showed that EGFR is activated through an autocrine loop and that inhibition of the EGFR by the TKI, tyrphostin AG1478 or EGFR neutralizing antibodies strongly reduced activation of oncogenic ERK1/2 and mTOR/AKT downstream pathways. Importantly, inhibition of EGFR profoundly reduces cell proliferation and migration, inhibits the expression of MMP13 and MMP3 and enhances cell death. Taken together, these data support the blocking of EGFR as new potential treatment for high-grade chondrosarcoma tumors.
82a750b24361df31f19ddb49f02d6d919cd5d74594dd99c142670bb3286af611	Fibroblast growth factor 21 (_PROTEIN_) is a potential diabetic drug, however, it has not been investigated whether FGF21 prevents neointima _DISEASE_ in DM.	PMID:31513948	FGF21	PR:000007491	[[29..34]]	hyperplasia	MONDO:0005043	[[137..148]]	null	155	N	Fibroblast growth factor 21 (FGF21) is a potential diabetic drug, however, it has not been investigated whether FGF21 prevents neointima hyperplasia in DM.	Inhibition of vascular neointima hyperplasia by FGF21 associated with FGFR1/Syk/NLRP3 inflammasome pathway in diabetic mice.||||||||Neointima hyperplasia is the pathological basis of atherosclerosis and restenosis, which have been associated with diabetes mellitus (DM). Fibroblast growth factor 21 (FGF21) is a potential diabetic drug, however, it has not been investigated whether FGF21 prevents neointima hyperplasia in DM.||||Vascular neointima hyperplasia was induced in mice fed a high fat diet (HFD) combined with low dose streptozotocin (STZ) administration. In vitro, vascular smooth muscle cells (VSMCs) were incubated with high glucose (HG, 30 mM). VSMC proliferation and migration, as well as formation of NLRP3 inflammasome, were assessed.||||We found that FGF21 significantly inhibited neointima hyperplasia and improved endothelium-independent contraction in the wire-injured common carotid artery (CCA) of diabetic mice. In vitro, the proliferation and migration of HG-treated VSMCs were shown as remarkable increase of PCNA, cyclin D1, MMP2 and MMP9, as well as cell migration through wound healing and transwell migration assays. Such abnormal changes were dramatically reversed by FGF21, which mimicked the role of NLRP3 inflammasome inhibitor MCC950 and caspase-1 inhibitor WEHD. Moreover, along with more NLRP3, ASC oligomer and their colocalization, the release of active caspase-1(p20) and IL-1β was significantly inhibited by FGF21 in VSMCs exposed to HG. Furthermore, FGF21 suppressed phosphorylation of spleen tyrosine kinase (Syk) via FGFR1, which regulated NLRP3 inflammasome through ASC phosphorylation and oligomerization.||||We demonstrated that potential protection of FGF21 on VSMCs proliferation and migration was associated with inhibition of FGFR1/Syk/NLRP3 inflammasome, resulting in the improvement of neointima hyperplasia in diabetic mice.
bad5ec50d1d7b373939971ab255446447f66f1412291e43ad689072f5d4bb8fd	These results suggested that AD or MCI is accompanied by reduction of peripheral _PROTEIN_, but the levels of circulating BDNF may not be suitable as a diagnostic marker for _DISEASE_ and MCI.	PMID:31518516	BDNF	PR:000004716	[[81..85]]	AD	MONDO:0007064	[[169..171]]	null	180	N	These results suggested that AD or MCI is accompanied by reduction of peripheral BDNF, but the levels of circulating BDNF may not be suitable as a diagnostic marker for AD and MCI.	Evaluation of the diagnostic value of peripheral BDNF levels for Alzheimer's disease and mild cognitive impairment: results of a meta-analysis.|||||||| < 0.01). However, the ROC curve analysis revealed that the peripheral BDNF levels may not be an optimal biomarker potentially for AD and MCI diagnosis with a lower AUC (AD: 0.707; MCI: 0.573), less sensitivity (AD: 66.67%; MCI: 50.00%) and poor specificity (AD: 93.33%; MCI: 83.33%). These results suggested that AD or MCI is accompanied by reduction of peripheral BDNF, but the levels of circulating BDNF may not be suitable as a diagnostic marker for AD and MCI.
a97fb6e7911a61e76292135ffaf0af4055f50a76bc384308500796fe71e29198	SDF-1? is a substrate of dipeptidyl-_PROTEIN_ (DPP-4), so we investigated whether or not DPP-4-inhibitors modulate EPC levels in type 2 DM patients with _DISEASE_ (CAD).	PMID:31243210	peptidase-4	PR:000012546	[[36..47]]	coronary artery disease	MONDO:0005010	[[155..178]]	null	185	N	SDF-1? is a substrate of dipeptidyl-peptidase-4 (DPP-4), so we investigated whether or not DPP-4-inhibitors modulate EPC levels in type 2 DM patients with coronary artery disease (CAD).	Effects of Sitagliptin on the Coronary Flow Reserve, Circulating Endothelial Progenitor Cells and Stromal Cell-derived Factor-1alpha.||||||||Objective Circulating endothelial progenitor cells (EPCs) are regulated by stromal cell-derived factor-1alpha (SDF-1α) and are reduced in type 2 diabetes mellitus (DM). SDF-1α is a substrate of dipeptidyl-peptidase-4 (DPP-4), so we investigated whether or not DPP-4-inhibitors modulate EPC levels in type 2 DM patients with coronary artery disease (CAD). Methods Thirty patients with CAD and type 2 DM treated using an ordinary regimen were enrolled. EPC and SDF-1α levels were compared between those receiving additional 24-week treatment with a DPP-4-inhibitor (n=11) and no additional treatment (n=19). We determined the HbA1c, 1.5-Anhydro-D-glucitol (1,5-AG), coronary flow reserve (CFR), brain natriuretic peptide (BNP), E/e', and circulating EPC proportion and SDF-1α levels at baseline and the end of follow-up. The CFR was assessed using a dual-sensor-equipped guidewire. The primary endpoints were changes in the EPC count, SDF-1α levels, and CFR from baseline to the end of follow-up. The secondary endpoints were changes in the HbA1c and 1,5-AG, which are useful clinical markers of postprandial hyperglycemia, as well as the BNP and E/e'. Results After the 6-month follow-up, compared with ordinary regimen subjects, the patients receiving a DPP-4-inhibitor showed no significant increase in the EPC proportion (-0.01±0.50 vs. 0.02±0.77%, p=0.87), SDF-1α level (-600.4±653.6 vs. -283.2±543.1 pg/mL, p=0.18), or CFR (0.0±0.2 vs. 0.1±0.6, p=0.20), whereas both the 1.5-AG level (2.4±4.6 vs. -0.7±2.5 μg/dL, p=0.07) and HbA1c (-0.8±1.8 vs. 0.0±0.7%, p=0.02) were improved. There were no significant differences between the two groups in changes in the BNP and E/e'. Conclusion DPP-4 inhibition with sitagliptin did not increase or decrease the EPC proportion, SDF-1α level, or CFR, although the glycemic control was improved.
6ff74e6b5311e55eaf40ef1c2e2cd033041de57e0ab291aa403e94dc0e23f19c	The prognostic significance of the peripheral platelet count???serum _PROTEIN_ level multiplier (P-CRP) has not been widely studied in patients with _DISEASE_ (ESCC).	PMID:31471746	C-reactive protein	PR:000005897	[[69..87]]	esophageal squamous cell carcinoma	MONDO:0005580	[[158..192]]	null	200	N	The prognostic significance of the peripheral platelet count???serum C-reactive protein level multiplier (P-CRP) has not been widely studied in patients with esophageal squamous cell carcinoma (ESCC).	Prognostic significance of platelet × C-reactive protein multiplier in patients with esophageal squamous cell carcinoma.||||||||The prognostic significance of the peripheral platelet count × serum C-reactive protein level multiplier (P-CRP) has not been widely studied in patients with esophageal squamous cell carcinoma (ESCC).||||We retrospectively analyzed data from 116 thoracic ESCC patients who underwent curative esophagectomy.|||| both before and after NAC was 92.9%, compared with 30.2% in other patients (P = 0.0034). In the multivariate analysis, the combination of P-CRP + post-P-CRP was an independent prognostic factor in ESCC patients who underwent NAC.||||The P-CRP is useful for predicting the prognosis in ESCC patients.
ce82066c55b4004c29ddc492e6ec0b22fb7aee3325b68378338e2f2becae744f	Association of Epstein-Barr virus (EBV) encoded latent gene products with host ribosomal _PROTEIN_ (RPs) has not been fully explored, despite their involvement in the aetiology of several human _DISEASE_.	PMID:31416416	proteins	PR:000000001	[[89..97]]	cancers	MONDO:0004992	[[193..200]]	null	201	N	Association of Epstein-Barr virus (EBV) encoded latent gene products with host ribosomal proteins (RPs) has not been fully explored, despite their involvement in the aetiology of several human cancers.	In silico evidence of de novo interactions between ribosomal and Epstein - Barr virus proteins.||||||||Association of Epstein-Barr virus (EBV) encoded latent gene products with host ribosomal proteins (RPs) has not been fully explored, despite their involvement in the aetiology of several human cancers. To gain an insight into their plausible interactions, we employed a computational approach that encompasses structural alignment, gene ontology analysis, pathway analysis, and molecular docking.||||In this study, the alignment analysis based on structural similarity allows the prediction of 48 potential interactions between 27 human RPs and the EBV proteins EBNA1, LMP1, LMP2A, and LMP2B. Gene ontology analysis of the putative protein-protein interactions (PPIs) reveals their probable involvement in RNA binding, ribosome biogenesis, metabolic and biosynthetic processes, and gene regulation. Pathway analysis shows their possible participation in viral infection strategies (viral translation), as well as oncogenesis (Wnt and EGFR signalling pathways). Finally, our molecular docking assay predicts the functional interactions of EBNA1 with four RPs individually: EBNA1-eS10, EBNA1-eS25, EBNA1-uL10 and EBNA1-uL11.||||These interactions have never been revealed previously via either experimental or in silico approach. We envisage that the calculated interactions between the ribosomal and EBV proteins herein would provide a hypothetical model for future experimental studies on the functional relationship between ribosomal proteins and EBV infection.
